"2436";"románu";"103";"32,57"
"2437";"spokojen";"103";"32,57"
"2438";"odpovědi";"103";"32,57"
"2439";"dvakrát";"103";"32,57"
"2440";"metody";"103";"32,57"
"2441";"publikum";"103";"32,57"
"2442";"červené";"103";"32,57"
"2443";"prokopovi";"103";"32,57"
"2444";"svaté";"103";"32,57"
"2445";"divně";"103";"32,57"
"2446";"církve";"102";"32,254"
"2447";"evropa";"102";"32,254"
"2448";"krokem";"102";"32,254"
"2449";"beneš";"102";"32,254"
"2450";"silná";"102";"32,254"
"2451";"učil";"102";"32,254"
"2452";"vezme";"102";"32,254"
"2453";"dají";"102";"32,254"
"2454";"rány";"102";"32,254"
"2455";"výstavě";"102";"32,254"
"2456";"soudy";"102";"32,254"
"2457";"mistře";"102";"32,254"
"2458";"dáno";"102";"32,254"
"2459";"látky";"102";"32,254"
"2460";"divný";"102";"32,254"
"2461";"starost";"102";"32,254"
"2462";"anči";"102";"32,254"
"2463";"kromě";"102";"32,254"
"2464";"blíže";"101";"31,938"
"2465";"zimě";"101";"31,938"
"2466";"hře";"101";"31,938"
"2467";"ostře";"101";"31,938"
"2468";"pozdravem";"101";"31,938"
"2469";"přijel";"101";"31,938"
"2470";"osob";"101";"31,938"
"2471";"dvojí";"101";"31,938"
"2472";"dobrodružství";"101";"31,938"
"2473";"jejichž";"101";"31,938"
"2474";"kůň";"101";"31,938"
"2475";"okolností";"101";"31,938"
"2476";"krásného";"101";"31,938"
"2477";"soused";"101";"31,938"
"2478";"zčásti";"101";"31,938"
"2479";"horlivě";"101";"31,938"
"2480";"domova";"101";"31,938"
"2481";"trest";"101";"31,938"
"2482";"haha";"101";"31,938"
"2483";"budoucí";"101";"31,938"
"2484";"styl";"101";"31,938"
"2485";"hafie";"101";"31,938"
"2486";"víno";"101";"31,938"
"2487";"estetických";"101";"31,938"
"2488";"platnost";"101";"31,938"
"2489";"redaktor";"101";"31,938"
"2490";"případech";"100";"31,621"
"2491";"kabát";"100";"31,621"
"2492";"veřejných";"100";"31,621"
"2493";"nemoci";"100";"31,621"
"2494";"kroků";"100";"31,621"
"2495";"1934";"100";"31,621"
"2496";"l";"100";"31,621"
"2497";"staří";"100";"31,621"
"2498";"zahradě";"100";"31,621"
"2499";"abstraktní";"100";"31,621"
"2500";"vlast";"100";"31,621"
"2501";"těžší";"100";"31,621"
"2502";"doktora";"100";"31,621"
"2503";"vrátí";"100";"31,621"
"2504";"dokola";"100";"31,621"
"2505";"válkou";"100";"31,621"
"2506";"stačilo";"100";"31,621"
"2507";"hleděl";"100";"31,621"
"2508";"oběma";"100";"31,621"
"2509";"prvních";"100";"31,621"
"2510";"násilí";"100";"31,621"
"2511";"ostatním";"100";"31,621"
"2512";"stála";"100";"31,621"
"2513";"úhrnem";"100";"31,621"
"2514";"podstatně";"100";"31,621"
"2515";"viděla";"100";"31,621"
"2516";"paříži";"100";"31,621"
"2517";"znáte";"99";"31,305"
"2518";"autoři";"99";"31,305"
"2519";"zvláštním";"99";"31,305"
"2520";"hallemeier";"99";"31,305"
"2521";"voják";"99";"31,305"
"2522";"umělecký";"99";"31,305"
"2523";"kluci";"99";"31,305"
"2524";"domov";"99";"31,305"
"2525";"dítěte";"99";"31,305"
"2526";"děvčátko";"99";"31,305"
"2527";"nově";"99";"31,305"
"2528";"řady";"99";"31,305"
"2529";"světový";"99";"31,305"
"2530";"počítat";"99";"31,305"
"2531";"židli";"99";"31,305"
"2532";"nelíbí";"99";"31,305"
"2533";"najít";"99";"31,305"
"2534";"věřil";"99";"31,305"
"2535";"postavení";"99";"31,305"
"2536";"akt";"99";"31,305"
"2537";"pozorně";"99";"31,305"
"2538";"vašem";"99";"31,305"
"2539";"mužem";"99";"31,305"
"2540";"rozhodl";"99";"31,305"
"2541";"události";"99";"31,305"
"2542";"klidu";"99";"31,305"
"2543";"technika";"99";"31,305"
"2544";"hospodářské";"99";"31,305"
"2545";"zvířata";"99";"31,305"
"2546";"nemluví";"99";"31,305"
"2547";"nesmysl";"98";"30,989"
"2548";"patnáct";"98";"30,989"
"2549";"velikost";"98";"30,989"
"2550";"sympatie";"98";"30,989"
"2551";"technické";"98";"30,989"
"2552";"přestává";"98";"30,989"
"2553";"ulic";"98";"30,989"
"2554";"policejní";"98";"30,989"
"2555";"představa";"98";"30,989"
"2556";"výklad";"98";"30,989"
"2557";"zabil";"98";"30,989"
"2558";"poměru";"98";"30,989"
"2559";"pondělí";"98";"30,989"
"2560";"knížek";"98";"30,989"
"2561";"čtyřicet";"98";"30,989"
"2562";"vzdělání";"98";"30,989"
"2563";"určitě";"98";"30,989"
"2564";"stavět";"98";"30,989"
"2565";"filozof";"98";"30,989"
"2566";"zůstalo";"98";"30,989"
"2567";"kulturních";"98";"30,989"
"2568";"dán";"98";"30,989"
"2569";"prostředků";"98";"30,989"
"2570";"jemuž";"98";"30,989"
"2571";"mluvili";"98";"30,989"
"2572";"adame";"98";"30,989"
"2573";"pisatel";"98";"30,989"
"2574";"platit";"98";"30,989"
"2575";"dědeček";"98";"30,989"
"2576";"pražských";"98";"30,989"
"2577";"přirozené";"98";"30,989"
"2578";"hodí";"98";"30,989"
"2579";"lékař";"98";"30,989"
"2580";"krávy";"97";"30,673"
"2581";"dělali";"97";"30,673"
"2582";"odpověděl";"97";"30,673"
"2583";"dlužno";"97";"30,673"
"2584";"nutnost";"97";"30,673"
"2585";"slavné";"97";"30,673"
"2586";"jíst";"97";"30,673"
"2587";"velkém";"97";"30,673"
"2588";"nadarmo";"97";"30,673"
"2589";"normální";"97";"30,673"
"2590";"hvězdy";"97";"30,673"
"2591";"vejde";"97";"30,673"
"2592";"hloupé";"97";"30,673"
"2593";"malou";"97";"30,673"
"2594";"učení";"97";"30,673"
"2595";"čistý";"97";"30,673"
"2596";"šefl";"97";"30,673"
"2597";"kolego";"97";"30,673"
"2598";"jevišti";"97";"30,673"
"2599";"prachu";"97";"30,673"
"2600";"vývoji";"97";"30,673"
"2601";"napětí";"97";"30,673"
"2602";"potkal";"97";"30,673"
"2603";"správné";"97";"30,673"
"2604";"udělali";"97";"30,673"
"2605";"říkalo";"97";"30,673"
"2606";"povídky";"97";"30,673"
"2607";"bývalo";"97";"30,673"
"2608";"kruhu";"97";"30,673"
"2609";"černou";"97";"30,673"
"2610";"dovedu";"97";"30,673"
"2611";"manya";"97";"30,673"
"2612";"věru";"97";"30,673"
"2613";"koni";"97";"30,673"
"2614";"fakta";"97";"30,673"
"2615";"všudy";"97";"30,673"
"2616";"denní";"96";"30,357"
"2617";"n";"96";"30,357"
"2618";"karla";"96";"30,357"
"2619";"vydání";"96";"30,357"
"2620";"živého";"96";"30,357"
"2621";"intelekt";"96";"30,357"
"2622";"důležité";"96";"30,357"
"2623";"německu";"96";"30,357"
"2624";"vlevo";"96";"30,357"
"2625";"zajímavé";"96";"30,357"
"2626";"samá";"96";"30,357"
"2627";"verš";"96";"30,357"
"2628";"boty";"96";"30,357"
"2629";"dával";"96";"30,357"
"2630";"dáma";"96";"30,357"
"2631";"šeptá";"96";"30,357"
"2632";"roboti";"96";"30,357"
"2633";"odpor";"96";"30,357"
"2634";"ohromná";"96";"30,357"
"2635";"široce";"96";"30,357"
"2636";"třídy";"96";"30,357"
"2637";"totéž";"96";"30,357"
"2638";"akademie";"96";"30,357"
"2639";"mírně";"96";"30,357"
"2640";"vina";"96";"30,357"
"2641";"boji";"96";"30,357"
"2642";"mysl";"95";"30,04"
"2643";"jednoduše";"95";"30,04"
"2644";"tadyhle";"95";"30,04"
"2645";"bývají";"95";"30,04"
"2646";"překlad";"95";"30,04"
"2647";"otázkou";"95";"30,04"
"2648";"původní";"95";"30,04"
"2649";"sis";"95";"30,04"
"2650";"krajně";"95";"30,04"
"2651";"čase";"95";"30,04"
"2652";"herce";"95";"30,04"
"2653";"rozumění";"95";"30,04"
"2654";"zástupce";"95";"30,04"
"2655";"samozřejmě";"95";"30,04"
"2656";"tomeš";"95";"30,04"
"2657";"stě";"95";"30,04"
"2658";"hrůza";"95";"30,04"
"2659";"ony";"95";"30,04"
"2660";"zády";"95";"30,04"
"2661";"pohádek";"95";"30,04"
"2662";"samotné";"95";"30,04"
"2663";"hej";"95";"30,04"
"2664";"týká";"95";"30,04"
"2665";"odešel";"95";"30,04"
"2666";"přítomnosti";"95";"30,04"
"2667";"felix";"95";"30,04"
"2668";"vrátit";"95";"30,04"
"2669";"bručí";"95";"30,04"
"2670";"dostali";"95";"30,04"
"2671";"hodil";"95";"30,04"
"2672";"jediného";"95";"30,04"
"2673";"připadá";"95";"30,04"
"2674";"zastaví";"94";"29,724"
"2675";"znát";"94";"29,724"
"2676";"čekám";"94";"29,724"
"2677";"příštího";"94";"29,724"
"2678";"adresu";"94";"29,724"
"2679";"činu";"94";"29,724"
"2680";"nalézá";"94";"29,724"
"2681";"domy";"94";"29,724"
"2682";"ukrutně";"94";"29,724"
"2683";"ptát";"94";"29,724"
"2684";"dobách";"94";"29,724"
"2685";"mluvím";"94";"29,724"
"2686";"auto";"94";"29,724"
"2687";"přijímá";"94";"29,724"
"2688";"káže";"94";"29,724"
"2689";"nenašel";"94";"29,724"
"2690";"zajímá";"94";"29,724"
"2691";"busman";"94";"29,724"
"2692";"návrat";"94";"29,724"
"2693";"úsměvem";"94";"29,724"
"2694";"spisovatele";"94";"29,724"
"2695";"zásadně";"94";"29,724"
"2696";"poměrů";"94";"29,724"
"2697";"lilith";"94";"29,724"
"2698";"velikosti";"94";"29,724"
"2699";"létě";"94";"29,724"
"2700";"zvykem";"94";"29,724"
"2701";"vypadají";"94";"29,724"
"2702";"sganarelle";"93";"29,408"
"2703";"tvůrčí";"93";"29,408"
"2704";"růže";"93";"29,408"
"2705";"mrtvých";"93";"29,408"
"2706";"slušný";"93";"29,408"
"2707";"krásnější";"93";"29,408"
"2708";"čehož";"93";"29,408"
"2709";"hmota";"93";"29,408"
"2710";"mimochodem";"93";"29,408"
"2711";"stranách";"93";"29,408"
"2712";"mládež";"93";"29,408"
"2713";"hlouběji";"93";"29,408"
"2714";"začátek";"93";"29,408"
"2715";"panečku";"93";"29,408"
"2716";"neznám";"93";"29,408"
"2717";"objektu";"93";"29,408"
"2718";"oblast";"93";"29,408"
"2719";"vinen";"93";"29,408"
"2720";"říkala";"93";"29,408"
"2721";"vyšla";"93";"29,408"
"2722";"oboru";"93";"29,408"
"2723";"psáno";"93";"29,408"
"2724";"prospěch";"93";"29,408"
"2725";"nejdříve";"93";"29,408"
"2726";"nevidí";"93";"29,408"
"2727";"kruh";"93";"29,408"
"2728";"bránit";"93";"29,408"
"2729";"mejzlík";"93";"29,408"
"2730";"stavební";"93";"29,408"
"2731";"nejstarší";"93";"29,408"
"2732";"dlouhou";"93";"29,408"
"2733";"pláče";"93";"29,408"
"2734";"milovat";"93";"29,408"
"2735";"polano";"93";"29,408"
"2736";"brna";"93";"29,408"
"2737";"plán";"93";"29,408"
"2738";"kritice";"93";"29,408"
"2739";"zázrak";"93";"29,408"
"2740";"loni";"92";"29,092"
"2741";"cíl";"92";"29,092"
"2742";"anglický";"92";"29,092"
"2743";"všední";"92";"29,092"
"2744";"zvláštního";"92";"29,092"
"2745";"přinesl";"92";"29,092"
"2746";"učí";"92";"29,092"
"2747";"1932";"92";"29,092"
"2748";"vážný";"92";"29,092"
"2749";"spal";"92";"29,092"
"2750";"vysoký";"92";"29,092"
"2751";"slunci";"92";"29,092"
"2752";"držet";"92";"29,092"
"2753";"odpovědnost";"92";"29,092"
"2754";"dálky";"92";"29,092"
"2755";"německý";"92";"29,092"
"2756";"zájmů";"92";"29,092"
"2757";"spisovatelé";"92";"29,092"
"2758";"aktuální";"92";"29,092"
"2759";"slavnostně";"92";"29,092"
"2760";"chirurg";"91";"28,775"
"2761";"potud";"91";"28,775"
"2762";"dovnitř";"91";"28,775"
"2763";"vína";"91";"28,775"
"2764";"krizi";"91";"28,775"
"2765";"kdopak";"91";"28,775"
"2766";"1918";"91";"28,775"
"2767";"esteticky";"91";"28,775"
"2768";"všechnu";"91";"28,775"
"2769";"pojmy";"91";"28,775"
"2770";"křikl";"91";"28,775"
"2771";"mravně";"91";"28,775"
"2772";"významu";"91";"28,775"
"2773";"sestra";"91";"28,775"
"2774";"stopy";"91";"28,775"
"2775";"civilizace";"91";"28,775"
"2776";"možností";"91";"28,775"
"2777";"pokusil";"91";"28,775"
"2778";"bílou";"91";"28,775"
"2779";"hlasitě";"91";"28,775"
"2780";"výrazem";"91";"28,775"
"2781";"ku";"91";"28,775"
"2782";"dobrým";"91";"28,775"
"2783";"vysoce";"91";"28,775"
"2784";"výkon";"91";"28,775"
"2785";"divil";"91";"28,775"
"2786";"obsahu";"91";"28,775"
"2787";"proud";"91";"28,775"
"2788";"strašný";"91";"28,775"
"2789";"států";"91";"28,775"
"2790";"le";"91";"28,775"
"2791";"střední";"91";"28,775"
"2792";"pln";"91";"28,775"
"2793";"nohu";"90";"28,459"
"2794";"jistotou";"90";"28,459"
"2795";"vyskočil";"90";"28,459"
"2796";"milostivá";"90";"28,459"
"2797";"vtom";"90";"28,459"
"2798";"nešel";"90";"28,459"
"2799";"slávy";"90";"28,459"
"2800";"1920";"90";"28,459"
"2801";"důkladně";"90";"28,459"
"2802";"filozofické";"90";"28,459"
"2803";"červený";"90";"28,459"
"2804";"mrtvé";"90";"28,459"
"2805";"posledního";"90";"28,459"
"2806";"důkaz";"90";"28,459"
"2807";"miliónů";"90";"28,459"
"2808";"bohatství";"90";"28,459"
"2809";"nejistě";"90";"28,459"
"2810";"olo";"90";"28,459"
"2811";"nedovedu";"90";"28,459"
"2812";"začala";"90";"28,459"
"2813";"kulturním";"90";"28,459"
"2814";"matula";"90";"28,459"
"2815";"náručí";"90";"28,459"
"2816";"pánbůh";"90";"28,459"
"2817";"chování";"90";"28,459"
"2818";"odpovědnosti";"90";"28,459"
"2819";"vědecky";"90";"28,459"
"2820";"kudy";"90";"28,459"
"2821";"biegl";"89";"28,143"
"2822";"cizích";"89";"28,143"
"2823";"přemýšlel";"89";"28,143"
"2824";"důvěru";"89";"28,143"
"2825";"nemůžeš";"89";"28,143"
"2826";"lesů";"89";"28,143"
"2827";"rozumíš";"89";"28,143"
"2828";"jejího";"89";"28,143"
"2829";"dobrém";"89";"28,143"
"2830";"dokonalost";"89";"28,143"
"2831";"dostalo";"89";"28,143"
"2832";"babička";"89";"28,143"
"2833";"jeviště";"89";"28,143"
"2834";"dar";"89";"28,143"
"2835";"zvyk";"89";"28,143"
"2836";"nejmenší";"89";"28,143"
"2837";"jakých";"89";"28,143"
"2838";"lída";"89";"28,143"
"2839";"spravedlnost";"89";"28,143"
"2840";"cílem";"89";"28,143"
"2841";"stránky";"89";"28,143"
"2842";"začali";"89";"28,143"
"2843";"uvádí";"89";"28,143"
"2844";"tichý";"89";"28,143"
"2845";"poněvadž";"89";"28,143"
"2846";"přec";"89";"28,143"
"2847";"scéna";"89";"28,143"
"2848";"lesa";"89";"28,143"
"2849";"udělám";"88";"27,827"
"2850";"paříže";"88";"27,827"
"2851";"česky";"88";"27,827"
"2852";"zastavit";"88";"27,827"
"2853";"1919";"88";"27,827"
"2854";"nechá";"88";"27,827"
"2855";"stanice";"88";"27,827"
"2856";"jistotu";"88";"27,827"
"2857";"zelený";"88";"27,827"
"2858";"kapse";"88";"27,827"
"2859";"jednat";"88";"27,827"
"2860";"zblízka";"88";"27,827"
"2861";"téhož";"88";"27,827"
"2862";"hudba";"88";"27,827"
"2863";"jasno";"88";"27,827"
"2864";"hrají";"88";"27,827"
"2865";"hotelu";"88";"27,827"
"2866";"zůstala";"88";"27,827"
"2867";"táhne";"88";"27,827"
"2868";"volby";"88";"27,827"
"2869";"vesmíru";"88";"27,827"
"2870";"časů";"88";"27,827"
"2871";"uspokojení";"88";"27,827"
"2872";"hauk";"88";"27,827"
"2873";"skály";"88";"27,827"
"2874";"čísle";"88";"27,827"
"2875";"širší";"88";"27,827"
"2876";"humoru";"87";"27,511"
"2877";"vemte";"87";"27,511"
"2878";"scénu";"87";"27,511"
"2879";"sluší";"87";"27,511"
"2880";"čísla";"87";"27,511"
"2881";"uši";"87";"27,511"
"2882";"vězte";"87";"27,511"
"2883";"pohádka";"87";"27,511"
"2884";"hlásí";"87";"27,511"
"2885";"čtu";"87";"27,511"
"2886";"běda";"87";"27,511"
"2887";"citů";"87";"27,511"
"2888";"písku";"87";"27,511"
"2889";"hrozný";"87";"27,511"
"2890";"ukaž";"87";"27,511"
"2891";"procent";"87";"27,511"
"2892";"smích";"87";"27,511"
"2893";"psi";"87";"27,511"
"2894";"umí";"87";"27,511"
"2895";"boku";"87";"27,511"
"2896";"pročež";"87";"27,511"
"2897";"novinář";"87";"27,511"
"2898";"přírodu";"87";"27,511"
"2899";"mluvíme";"87";"27,511"
"2900";"třech";"87";"27,511"
"2901";"stromů";"87";"27,511"
"2902";"shledal";"87";"27,511"
"2903";"vídni";"87";"27,511"
"2904";"míře";"87";"27,511"
"2905";"jednomu";"87";"27,511"
"2906";"kulturního";"87";"27,511"
"2907";"neméně";"87";"27,511"
"2908";"omyl";"87";"27,511"
"2909";"věřte";"87";"27,511"
"2910";"větru";"86";"27,194"
"2911";"milost";"86";"27,194"
"2912";"mrtev";"86";"27,194"
"2913";"masaryka";"86";"27,194"
"2914";"zásady";"86";"27,194"
"2915";"miloval";"86";"27,194"
"2916";"schodech";"86";"27,194"
"2917";"1929";"86";"27,194"
"2918";"prosíme";"86";"27,194"
"2919";"pokusy";"86";"27,194"
"2920";"jakpak";"86";"27,194"
"2921";"potřebu";"86";"27,194"
"2922";"samoty";"86";"27,194"
"2923";"děláte";"86";"27,194"
"2924";"volal";"86";"27,194"
"2925";"haló";"86";"27,194"
"2926";"funkce";"86";"27,194"
"2927";"hromadu";"86";"27,194"
"2928";"hleď";"86";"27,194"
"2929";"styky";"86";"27,194"
"2930";"dav";"86";"27,194"
"2931";"nikterak";"86";"27,194"
"2932";"nechává";"86";"27,194"
"2933";"manželství";"86";"27,194"
"2934";"nemáš";"86";"27,194"
"2935";"dalece";"86";"27,194"
"2936";"nejméně";"86";"27,194"
"2937";"strašná";"86";"27,194"
"2938";"zřejmo";"86";"27,194"
"2939";"dostala";"86";"27,194"
"2940";"podíl";"86";"27,194"
"2941";"onehdy";"85";"26,878"
"2942";"vrhá";"85";"26,878"
"2943";"ležel";"85";"26,878"
"2944";"jednoduché";"85";"26,878"
"2945";"dramatu";"85";"26,878"
"2946";"cele";"85";"26,878"
"2947";"hranicemi";"85";"26,878"
"2948";"srpna";"85";"26,878"
"2949";"cizinec";"85";"26,878"
"2950";"ukládá";"85";"26,878"
"2951";"hloubi";"85";"26,878"
"2952";"zbytečné";"85";"26,878"
"2953";"vyjadřuje";"85";"26,878"
"2954";"sobotu";"85";"26,878"
"2955";"slyšte";"85";"26,878"
"2956";"jakýmsi";"85";"26,878"
"2957";"byt";"85";"26,878"
"2958";"bídy";"85";"26,878"
"2959";"ránu";"85";"26,878"
"2960";"bílých";"85";"26,878"
"2961";"cíle";"85";"26,878"
"2962";"přání";"85";"26,878"
"2963";"zklamání";"85";"26,878"
"2964";"volné";"85";"26,878"
"2965";"černých";"85";"26,878"
"2966";"dveřmi";"85";"26,878"
"2967";"míní";"85";"26,878"
"2968";"programu";"85";"26,878"
"2969";"potichu";"85";"26,878"
"2970";"věděla";"85";"26,878"
"2971";"vojenské";"85";"26,878"
"2972";"písně";"85";"26,878"
"2973";"myslíme";"85";"26,878"
"2974";"w";"85";"26,878"
"2975";"brání";"85";"26,878"
"2976";"podařilo";"84";"26,562"
"2977";"milé";"84";"26,562"
"2978";"živou";"84";"26,562"
"2979";"samou";"84";"26,562"
"2980";"rameno";"84";"26,562"
"2981";"počtu";"84";"26,562"
"2982";"záhy";"84";"26,562"
"2983";"podmínek";"84";"26,562"
"2984";"považuje";"84";"26,562"
"2985";"řeknete";"84";"26,562"
"2986";"směry";"84";"26,562"
"2987";"techniky";"84";"26,562"
"2988";"dělník";"84";"26,562"
"2989";"zápas";"84";"26,562"
"2990";"páter";"84";"26,562"
"2991";"slyšíte";"84";"26,562"
"2992";"jasnovidec";"84";"26,562"
"2993";"pozitivní";"84";"26,562"
"2994";"pobřeží";"84";"26,562"
"2995";"hluboko";"84";"26,562"
"2996";"kultuře";"84";"26,562"
"2997";"folten";"84";"26,562"
"2998";"přestal";"84";"26,562"
"2999";"ukazoval";"83";"26,246"
"3000";"světového";"83";"26,246"
"3001";"vlastních";"83";"26,246"
"3002";"maličký";"83";"26,246"
"3003";"úlevou";"83";"26,246"
"3004";"podivně";"83";"26,246"
"3005";"neznámý";"83";"26,246"
"3006";"faktů";"83";"26,246"
"3007";"ohromně";"83";"26,246"
"3008";"říkajíc";"83";"26,246"
"3009";"úzkost";"83";"26,246"
"3010";"kouzlo";"83";"26,246"
"3011";"čistá";"83";"26,246"
"3012";"bydlí";"83";"26,246"
"3013";"výrazu";"83";"26,246"
"3014";"nezbývá";"83";"26,246"
"3015";"článku";"83";"26,246"
"3016";"básníků";"83";"26,246"
"3017";"kritické";"83";"26,246"
"3018";"prach";"83";"26,246"
"3019";"jinam";"83";"26,246"
"3020";"památky";"83";"26,246"
"3021";"koupil";"83";"26,246"
"3022";"zpět";"83";"26,246"
"3023";"ženou";"83";"26,246"
"3024";"francii";"83";"26,246"
"3025";"nedostal";"83";"26,246"
"3026";"sic";"83";"26,246"
"3027";"došel";"83";"26,246"
"3028";"styk";"83";"26,246"
"3029";"vrhl";"83";"26,246"
"3030";"hodina";"83";"26,246"
"3031";"paul";"83";"26,246"
"3032";"počkat";"83";"26,246"
"3033";"otvírá";"83";"26,246"
"3034";"1933";"83";"26,246"
"3035";"jediným";"83";"26,246"
"3036";"těle";"82";"25,93"
"3037";"výstavy";"82";"25,93"
"3038";"nedávno";"82";"25,93"
"3039";"nesl";"82";"25,93"
"3040";"svrchovaně";"82";"25,93"
"3041";"hlíny";"82";"25,93"
"3042";"nejsi";"82";"25,93"
"3043";"déle";"82";"25,93"
"3044";"pozná";"82";"25,93"
"3045";"holčička";"82";"25,93"
"3046";"nesmíte";"82";"25,93"
"3047";"konfliktu";"82";"25,93"
"3048";"ležet";"82";"25,93"
"3049";"jistoty";"82";"25,93"
"3050";"špatná";"82";"25,93"
"3051";"hrabě";"82";"25,93"
"3052";"císař";"82";"25,93"
"3053";"žili";"82";"25,93"
"3054";"listech";"82";"25,93"
"3055";"vůně";"82";"25,93"
"3056";"dík";"82";"25,93"
"3057";"scény";"82";"25,93"
"3058";"shledanou";"82";"25,93"
"3059";"nekonečné";"82";"25,93"
"3060";"univerzitní";"82";"25,93"
"3061";"1938";"82";"25,93"
"3062";"nechali";"82";"25,93"
"3063";"jist";"82";"25,93"
"3064";"silnice";"82";"25,93"
"3065";"hledání";"82";"25,93"
"3066";"zlatý";"82";"25,93"
"3067";"trpí";"82";"25,93"
"3068";"pracoval";"82";"25,93"
"3069";"kéž";"82";"25,93"
"3070";"stylu";"82";"25,93"
"3071";"vpravo";"82";"25,93"
"3072";"nalézti";"82";"25,93"
"3073";"holoušek";"81";"25,613"
"3074";"vypravuje";"81";"25,613"
"3075";"ostrov";"81";"25,613"
"3076";"motivy";"81";"25,613"
"3077";"tvor";"81";"25,613"
"3078";"deseti";"81";"25,613"
"3079";"zeptal";"81";"25,613"
"3080";"papíry";"81";"25,613"
"3081";"určení";"81";"25,613"
"3082";"divoké";"81";"25,613"
"3083";"března";"81";"25,613"
"3084";"neboli";"81";"25,613"
"3085";"přátelství";"81";"25,613"
"3086";"výbor";"81";"25,613"
"3087";"nechceme";"81";"25,613"
"3088";"pozoroval";"81";"25,613"
"3089";"nesmírné";"81";"25,613"
"3090";"linie";"81";"25,613"
"3091";"židle";"81";"25,613"
"3092";"pohledem";"81";"25,613"
"3093";"stránku";"81";"25,613"
"3094";"otázek";"81";"25,613"
"3095";"vášně";"81";"25,613"
"3096";"miláčku";"81";"25,613"
"3097";"opona";"81";"25,613"
"3098";"starým";"81";"25,613"
"3099";"prostor";"81";"25,613"
"3100";"objevil";"81";"25,613"
"3101";"padl";"81";"25,613"
"3102";"prsa";"81";"25,613"
"3103";"praxe";"81";"25,613"
"3104";"pomáhat";"81";"25,613"
"3105";"zádech";"81";"25,613"
"3106";"známé";"81";"25,613"
"3107";"uctivě";"81";"25,613"
"3108";"estetickou";"81";"25,613"
"3109";"předměty";"81";"25,613"
"3110";"architektura";"81";"25,613"
"3111";"nadmíru";"81";"25,613"
"3112";"našim";"81";"25,613"
"3113";"zdaleka";"81";"25,613"
"3114";"šedesát";"81";"25,613"
"3115";"mločí";"81";"25,613"
"3116";"hansen";"81";"25,613"
"3117";"silnici";"80";"25,297"
"3118";"minulost";"80";"25,297"
"3119";"stíny";"80";"25,297"
"3120";"počne";"80";"25,297"
"3121";"koncepce";"80";"25,297"
"3122";"jarní";"80";"25,297"
"3123";"společného";"80";"25,297"
"3124";"jinému";"80";"25,297"
"3125";"tluče";"80";"25,297"
"3126";"dění";"80";"25,297"
"3127";"dojde";"80";"25,297"
"3128";"řeky";"80";"25,297"
"3129";"energie";"80";"25,297"
"3130";"vedení";"80";"25,297"
"3131";"lepšího";"80";"25,297"
"3132";"obzoru";"80";"25,297"
"3133";"poledne";"80";"25,297"
"3134";"sedlák";"80";"25,297"
"3135";"charles";"80";"25,297"
"3136";"hřích";"80";"25,297"
"3137";"tělem";"80";"25,297"
"3138";"těžkou";"80";"25,297"
"3139";"pomocí";"80";"25,297"
"3140";"jakékoliv";"80";"25,297"
"3141";"projevuje";"80";"25,297"
"3142";"dlouhá";"80";"25,297"
"3143";"pokojně";"80";"25,297"
"3144";"mlok";"80";"25,297"
"3145";"nadobro";"80";"25,297"
"3146";"sebevědomí";"80";"25,297"
"3147";"chyba";"80";"25,297"
"3148";"romány";"80";"25,297"
"3149";"utekl";"80";"25,297"
"3150";"vstává";"80";"25,297"
"3151";"chlapík";"80";"25,297"
"3152";"smí";"79";"24,981"
"3153";"tuším";"79";"24,981"
"3154";"vynikající";"79";"24,981"
"3155";"text";"79";"24,981"
"3156";"oken";"79";"24,981"
"3157";"záda";"79";"24,981"
"3158";"krajiny";"79";"24,981"
"3159";"smutný";"79";"24,981"
"3160";"vrata";"79";"24,981"
"3161";"otevřít";"79";"24,981"
"3162";"špičkách";"79";"24,981"
"3163";"chutí";"79";"24,981"
"3164";"úctou";"79";"24,981"
"3165";"kdykoliv";"79";"24,981"
"3166";"počátku";"79";"24,981"
"3167";"dáte";"79";"24,981"
"3168";"některý";"79";"24,981"
"3169";"holka";"79";"24,981"
"3170";"nahlas";"79";"24,981"
"3171";"června";"79";"24,981"
"3172";"krásných";"79";"24,981"
"3173";"generaci";"79";"24,981"
"3174";"dílu";"79";"24,981"
"3175";"připomíná";"79";"24,981"
"3176";"hezké";"79";"24,981"
"3177";"dámy";"79";"24,981"
"3178";"takoví";"79";"24,981"
"3179";"smutné";"79";"24,981"
"3180";"čerta";"79";"24,981"
"3181";"rostoucí";"79";"24,981"
"3182";"pták";"79";"24,981"
"3183";"osobu";"79";"24,981"
"3184";"považoval";"78";"24,665"
"3185";"bezprostředně";"78";"24,665"
"3186";"slabost";"78";"24,665"
"3187";"představuje";"78";"24,665"
"3188";"důvodu";"78";"24,665"
"3189";"monumentální";"78";"24,665"
"3190";"barev";"78";"24,665"
"3191";"učinit";"78";"24,665"
"3192";"dětské";"78";"24,665"
"3193";"švehla";"78";"24,665"
"3194";"listopadu";"78";"24,665"
"3195";"malého";"78";"24,665"
"3196";"tendence";"78";"24,665"
"3197";"literárních";"78";"24,665"
"3198";"pochopil";"78";"24,665"
"3199";"šesti";"78";"24,665"
"3200";"evropské";"78";"24,665"
"3201";"hrůzy";"78";"24,665"
"3202";"1930";"78";"24,665"
